Prey Highest,Prey Higher,Prey Phylum,Prey Class,Prey Order,Prey Family,Prey Genus,Prey Species,Prey Species Current,Prey Species ID #,Prey Count,Snake Species,Snake Subspecies,FullSpName,Snake Species ID #,Snake Age Class,Snake SVL(mm),Snake Sex,Location,Latitude,Longitude,Citation,Full Citation,Reference DOI
Amphibian ,Salamander Adult,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma texanum,Ambystoma texanum,ITIS:173605,1,Thamnophis proximus , proximus,Thamnophis proximus  proximus,ITIS:209135,Adult,679,Female,"Old Sabine Bottom Wildlife Management Area, Smith County, Texas",32.6026,-95.33882,Hampton 2007,"Hampton, P. THAMNOPHIS PROXIMUS PROXIMUS (Western Ribbon Snake). NECROPHAGY. 2007. Herpetological Review 38(1): 95-95",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius valliceps,Incilius valliceps,ITIS:773594,1,Thamnophis proximus , orarius,Thamnophis proximus  orarius,ITIS:209134,Adult,621,Female,"2.5 km section of Mecom-McCreit Road, near Hull, Liberty County, Texas",30.16764,-94.66911,Watson 2007,"Watson, C. THAMNOPHIS PROXIMUS (Western Ribbon Snake). FORAGING BIOLOGY. 2007. Herpetological Review 38(3): 346-346",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Acris,Acris blanchardi,Acris blanchardi,ITIS:774220,1,Thamnophis proximus , proximus,Thamnophis proximus  proximus,ITIS:209135,Juvenile,,,"Boehler Seeps and Sandhills Preserve, Atoka County, Oklahoma",35.58794,-97.51136,McKnight et al 2014,"McKnight, D. T., Harmon, J. R., McKnight, J. L., & Ligon, D. B. (2014). Notes on the diets of seven sympatric snakes in the genera Agkistrodon, Nerodia, Sistrurus, and Thamnophis. Herpetology Notes.",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Acris,Acris blanchardi,Acris blanchardi,ITIS:774220,1,Thamnophis proximus , proximus ,Thamnophis proximus  proximus ,ITIS:209135,Adult ,,,"Boehler Seeps and Sandhills Preserve, Atoka County, OK",,,McKnight et al 2014,"McKnight, D. T., Harmon, J. R., McKnight, J. L., & Ligon, D. B. (2014). Notes on the diets of seven sympatric snakes in the genera Agkistrodon, Nerodia, Sistrurus, and Thamnophis. Herpetology Notes.",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius nebulifer,Incilius nebulifer,ITIS:773583,1,Thamnophis proximus ,,Thamnophis proximus ,ITIS:174146,,,,", Calhoun County, Texas",28.49378,-96.46685,Adams and Childress 2018,"Adams, C. and Childress, J. THAMNOPHIS PROXIMUS (Western Ribbonsnake). DIET AND MORTALITY. 2018. Herpetological Review 49(4): 765-765",
Amphibian,Frog Tadpoles,Chordata,Amphibia,Anura,Hylidae,Acris,Acris crepitans,Acris crepitans,ITIS:173520,4,Thamnophis proximus ,,Thamnophis proximus ,ITIS:174146,,,,Texas Natural History Museum ,,,Fouquette 1954,"M. J. Fouquette Jr 1954. Food competition among four sympatric species of garter snakes, genus Thamnophis. Texas J. Sci 6:172–188",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Acris,Acris crepitans,Acris crepitans,ITIS:173520,12,Thamnophis proximus ,,Thamnophis proximus ,ITIS:174146,,,,Texas Natural History Museum ,,,Fouquette 1954,"M. J. Fouquette Jr 1954. Food competition among four sympatric species of garter snakes, genus Thamnophis. Texas J. Sci 6:172–188",
Fish,Fish,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia affinis,Gambusia affinis,ITIS:165878,4,Thamnophis proximus ,,Thamnophis proximus ,ITIS:174146,,,,Texas Natural History Museum ,,,Fouquette 1954,"M. J. Fouquette Jr 1954. Food competition among four sympatric species of garter snakes, genus Thamnophis. Texas J. Sci 6:172–188",
Amphibian,Frog Tadpoles,Chordata,Amphibia,Anura,Microhylidae,Gastrophryne,Gastrophryne olivacea,Gastrophryne olivacea,ITIS:173468,4,Thamnophis proximus ,,Thamnophis proximus ,ITIS:174146,,,,Texas Natural History Museum ,,,Fouquette 1954,"M. J. Fouquette Jr 1954. Food competition among four sympatric species of garter snakes, genus Thamnophis. Texas J. Sci 6:172–188",
Fish,Fish,Chordata,Actinopterygii,Cichliformes,Cichlidae,Herichthys,Herichthys cyanoguttatus,Herichthys cyanoguttatus,COL:3KYW8,1,Thamnophis proximus ,,Thamnophis proximus ,ITIS:174146,,,,Texas Natural History Museum ,,,Fouquette 1954,"M. J. Fouquette Jr 1954. Food competition among four sympatric species of garter snakes, genus Thamnophis. Texas J. Sci 6:172–188",
Fish,Fish,Chordata,Actinopterygii,Perciformes,Centrarchidae  ,Lepomis,Lepomis megalotis,Lepomis megalotis,ITIS:168153,1,Thamnophis proximus ,,Thamnophis proximus ,ITIS:174146,,,,Texas Natural History Museum ,,,Fouquette 1954,"M. J. Fouquette Jr 1954. Food competition among four sympatric species of garter snakes, genus Thamnophis. Texas J. Sci 6:172–188",
Amphibian,Frog Tadpoles,Chordata,Amphibia,Anura,Ranidae,Rana,Rana pipiens,Lithobates pipiens,ITIS:775108,4,Thamnophis proximus ,,Thamnophis proximus ,ITIS:174146,,,,Texas Natural History Museum ,,,Fouquette 1954,"M. J. Fouquette Jr 1954. Food competition among four sympatric species of garter snakes, genus Thamnophis. Texas J. Sci 6:172–188",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Scaphiopodidae,Spea,Spea bombifrons,Spea bombifrons,ITIS:206989,1,Thamnophis proximus ,,Thamnophis proximus ,ITIS:174146,,,,Texas Natural History Museum ,,,Fouquette 1954,"M. J. Fouquette Jr 1954. Food competition among four sympatric species of garter snakes, genus Thamnophis. Texas J. Sci 6:172–188",
Amphibian,Salamander Larvae,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,,,ITIS:173589,2,Thamnophis proximus ,,Thamnophis proximus ,ITIS:174146,,,,Texas Natural History Museum ,,,Fouquette 1954,"M. J. Fouquette Jr 1954. Food competition among four sympatric species of garter snakes, genus Thamnophis. Texas J. Sci 6:172–188",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,,,ITIS:773227,3,Thamnophis proximus ,,Thamnophis proximus ,ITIS:174146,,,,Texas Natural History Museum ,,,Fouquette 1954,"M. J. Fouquette Jr 1954. Food competition among four sympatric species of garter snakes, genus Thamnophis. Texas J. Sci 6:172–188",
Invertebrate,Beetle,Arthropoda,Insecta,Coleoptera,Hydrophilidae ,,,,ITIS:112811,2,Thamnophis proximus ,,Thamnophis proximus ,ITIS:174146,,,,Texas Natural History Museum ,,,Fouquette 1954,"M. J. Fouquette Jr 1954. Food competition among four sympatric species of garter snakes, genus Thamnophis. Texas J. Sci 6:172–188",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,,,ITIS:173498,5,Thamnophis proximus ,,Thamnophis proximus ,ITIS:174146,,,,Texas Natural History Museum ,,,Fouquette 1954,"M. J. Fouquette Jr 1954. Food competition among four sympatric species of garter snakes, genus Thamnophis. Texas J. Sci 6:172–188",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Pseudacris,,,ITIS:173523,2,Thamnophis proximus ,,Thamnophis proximus ,ITIS:174146,,,,Texas Natural History Museum ,,,Fouquette 1954,"M. J. Fouquette Jr 1954. Food competition among four sympatric species of garter snakes, genus Thamnophis. Texas J. Sci 6:172–188",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,,,ITIS:173434,9,Thamnophis proximus ,,Thamnophis proximus ,ITIS:174146,,,,Texas Natural History Museum ,,,Fouquette 1954,"M. J. Fouquette Jr 1954. Food competition among four sympatric species of garter snakes, genus Thamnophis. Texas J. Sci 6:172–188",
Reptile,Snake,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,Thamnophis proximus,Thamnophis proximus,ITIS:174146,2,Thamnophis proximus ,,Thamnophis proximus ,ITIS:174146,,,,"Illinois, USA",,,Smith 1961,"Smith, P.W. 1961. The Amphibians and Reptiles of Illinois. Illinois Natural History Survey Bulletin 28: 1–298.",
Amphibian,Salamander Adult,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma texanum,Ambystoma texanum,ITIS:173605,1,Thamnophis proximus , orarius,Thamnophis proximus  orarius,ITIS:209134,Adult ,,,"Texas A&M Research Annex, Brazos County, TX",30.38,96.28,Clark 1974,"Clark, D. R. (1974). The Western Ribbon Snake (Thamnophis proximus): Ecology of a Texas Population. Herpetologica, 30(4), 372–379. http://www.jstor.org/stable/3891434",
Fish,Fish,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia affinis,Gambusia affinis,ITIS:165878,1,Thamnophis proximus , orarius,Thamnophis proximus  orarius,ITIS:209134,Adult ,,,"Texas A&M Research Annex, Brazos County, TX",30.38,96.28,Clark 1974,"Clark, D. R. (1974). The Western Ribbon Snake (Thamnophis proximus): Ecology of a Texas Population. Herpetologica, 30(4), 372–379. http://www.jstor.org/stable/3891434",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Microhylidae,Gastrophryne,Gastrophryne olivacea,Gastrophryne olivacea,ITIS:173468,7,Thamnophis proximus , orarius,Thamnophis proximus  orarius,ITIS:209134,Adult ,,,"Texas A&M Research Annex, Brazos County, TX",30.38,96.28,Clark 1974,"Clark, D. R. (1974). The Western Ribbon Snake (Thamnophis proximus): Ecology of a Texas Population. Herpetologica, 30(4), 372–379. http://www.jstor.org/stable/3891434",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius valliceps,Incilius valliceps,ITIS:773594,3,Thamnophis proximus , orarius,Thamnophis proximus  orarius,ITIS:209134,Adult ,,,"Texas A&M Research Annex, Brazos County, TX",30.38,96.28,Clark 1974,"Clark, D. R. (1974). The Western Ribbon Snake (Thamnophis proximus): Ecology of a Texas Population. Herpetologica, 30(4), 372–379. http://www.jstor.org/stable/3891434",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana pipiens,Lithobates pipiens,ITIS:775108,2,Thamnophis proximus , orarius,Thamnophis proximus  orarius,ITIS:209134,Adult ,,,"Texas A&M Research Annex, Brazos County, TX",30.38,96.28,Clark 1974,"Clark, D. R. (1974). The Western Ribbon Snake (Thamnophis proximus): Ecology of a Texas Population. Herpetologica, 30(4), 372–379. http://www.jstor.org/stable/3891434",
Amphibian,Frog Tadpoles,Chordata,Amphibia,Anura,Ranidae,Rana,Rana pipiens,Lithobates pipiens,ITIS:775108,6,Thamnophis proximus , orarius,Thamnophis proximus  orarius,ITIS:209134,Adult ,,,"Texas A&M Research Annex, Brazos County, TX",30.38,96.28,Clark 1974,"Clark, D. R. (1974). The Western Ribbon Snake (Thamnophis proximus): Ecology of a Texas Population. Herpetologica, 30(4), 372–379. http://www.jstor.org/stable/3891434",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Pseudacris,Pseudacris clarkii,Pseudacris clarkii,ITIS:173529,4,Thamnophis proximus , orarius,Thamnophis proximus  orarius,ITIS:209134,Adult ,,,"Texas A&M Research Annex, Brazos County, TX",30.38,96.28,Clark 1974,"Clark, D. R. (1974). The Western Ribbon Snake (Thamnophis proximus): Ecology of a Texas Population. Herpetologica, 30(4), 372–379. http://www.jstor.org/stable/3891434",
Reptile,Lizard,Chordata,Reptilia,Squamata,Scincidae,Scincella,Scincella lateralis,Scincella lateralis,ITIS:174008,2,Thamnophis proximus , orarius,Thamnophis proximus  orarius,ITIS:209134,Adult ,,,"Texas A&M Research Annex, Brazos County, TX",30.38,96.28,Clark 1974,"Clark, D. R. (1974). The Western Ribbon Snake (Thamnophis proximus): Ecology of a Texas Population. Herpetologica, 30(4), 372–379. http://www.jstor.org/stable/3891434",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius valliceps,Incilius valliceps,ITIS:773594,1,Thamnophis proximus , rutiloris,Thamnophis proximus  rutiloris,ITIS:1085110,Adult,,,"mouth of the Papaloapan River, Alvarado Port, Alvarado, Veracruz",18.76667,-95.73333,Manjarrez and Macias-Garcia 1992,"Manjarrez, J. and Macias-Garcia, C. THAMNOPHIS PROXIMUS RUTILORIS (Western Ribbon Snake). NATURAL HISTORY. 1992. Herpetological Review 23(2): 61-62",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus melanonotus,Leptodactylus melanonotus,ITIS:207765,7,Thamnophis proximus , rutiloris,Thamnophis proximus  rutiloris,ITIS:1085110,Adult,,,"mouth of the Papaloapan River, Alvarado Port, Alvarado, Veracruz",18.76667,-95.73333,Manjarrez and Macias-Garcia 1992,"Manjarrez, J. and Macias-Garcia, C. THAMNOPHIS PROXIMUS RUTILORIS (Western Ribbon Snake). NATURAL HISTORY. 1992. Herpetological Review 23(2): 61-62",
Amphibian,Salamander Adult,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma opacum,Ambystoma opacum,ITIS:173591,1,Thamnophis proximus , proximus ,Thamnophis proximus  proximus ,ITIS:209135,Adult ,>490 ,Female,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.5936,95.3929,Ford and Hampton 2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008",https://doi.org/10.1139/Z09-008
Amphibian,Salamander Adult,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma texanum,Ambystoma texanum,ITIS:173605,1,Thamnophis proximus , proximus ,Thamnophis proximus  proximus ,ITIS:209135,Adult ,>370,Male,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.5936,95.3929,Ford and Hampton 2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008",https://doi.org/10.1139/Z09-008
Amphibian,Salamander Adult,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma texanum,Ambystoma texanum,ITIS:173605,2,Thamnophis proximus , proximus ,Thamnophis proximus  proximus ,ITIS:209135,Adult ,>490 ,Female,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.5936,95.3929,Ford and Hampton 2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008",https://doi.org/10.1139/Z09-008
Amphibian,Salamander Adult,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma texanum,Ambystoma texanum,ITIS:173605,6,Thamnophis proximus , proximus ,Thamnophis proximus  proximus ,ITIS:209135,Juvenile ,,,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.5936,95.3929,Ford and Hampton 2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008",https://doi.org/10.1139/Z09-008
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Dryophytes,Dryophytes chrysoscelis,Dryophytes chrysoscelis,ITIS:1098527,1,Thamnophis proximus , proximus ,Thamnophis proximus  proximus ,ITIS:209135,Adult ,>490 ,Female,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.5936,95.3929,Ford and Hampton 2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008",https://doi.org/10.1139/Z09-008
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla cinerea,Dryophytes cinereus,ITIS:1095381,4,Thamnophis proximus , proximus ,Thamnophis proximus  proximus ,ITIS:209135,Adult ,>370,Male,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.5936,95.3929,Ford and Hampton 2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008",https://doi.org/10.1139/Z09-008
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates sphenocephalus,Lithobates sphenocephalus,ITIS:775116,11,Thamnophis proximus , proximus ,Thamnophis proximus  proximus ,ITIS:209135,Adult ,>490,Female,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.5936,95.3929,Ford and Hampton 2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008",https://doi.org/10.1139/Z09-008
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates sphenocephalus,Lithobates sphenocephalus,ITIS:775116,13,Thamnophis proximus , proximus ,Thamnophis proximus  proximus ,ITIS:209135,Juvenile ,,,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.5936,95.3929,Ford and Hampton 2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008",https://doi.org/10.1139/Z09-008
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates sphenocephalus,Lithobates sphenocephalus,ITIS:775116,69,Thamnophis proximus , proximus ,Thamnophis proximus  proximus ,ITIS:209135,Adult ,>370,Male,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.5936,95.3929,Ford and Hampton 2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008",https://doi.org/10.1139/Z09-008
Amphibian,Salamander Adult,Chordata,Amphibia,Urodela,Salamandridae,Notophthalmus,Notophthalmus viridescens,Notophthalmus viridescens,ITIS:173615,2,Thamnophis proximus , proximus ,Thamnophis proximus  proximus ,ITIS:209135,Juvenile ,,,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.5936,95.3929,Ford and Hampton 2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008",https://doi.org/10.1139/Z09-008
Amphibian,Salamander Adult,Chordata,Amphibia,Urodela,Salamandridae,Notophthalmus,Notophthalmus viridescens,Notophthalmus viridescens,ITIS:173615,14,Thamnophis proximus , proximus ,Thamnophis proximus  proximus ,ITIS:209135,Adult ,>370,Male,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.5936,95.3929,Ford and Hampton 2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008",https://doi.org/10.1139/Z09-008
Amphibian,Salamander Adult,Chordata,Amphibia,Urodela,Sirenidae,Siren,Siren intermedia,Siren intermedia,ITIS:173736,1,Thamnophis proximus , proximus ,Thamnophis proximus  proximus ,ITIS:209135,Juvenile ,,,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.5936,95.3929,Ford and Hampton 2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008",https://doi.org/10.1139/Z09-008
Amphibian,Salamander Larvae,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,,,ITIS:173589,1,Thamnophis proximus , proximus ,Thamnophis proximus  proximus ,ITIS:209135,Adult ,>370,Male,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.5936,95.3929,Ford and Hampton 2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008",https://doi.org/10.1139/Z09-008
Amphibian,Salamander Larvae,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,,,ITIS:173589,4,Thamnophis proximus , proximus ,Thamnophis proximus  proximus ,ITIS:209135,Adult ,>490 ,Female,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.5936,95.3929,Ford and Hampton 2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008",https://doi.org/10.1139/Z09-008
